       date symbol     name   dx  cci if1      if3      if5     if10 score
 2024-11-14 002573 清新环境 0.86 0.59   1     3.06     4.09     3.48  1.56
 2024-11-14 600126 杭钢股份 0.79 0.64   1     4.84     6.55     4.30  1.56
 2024-11-14 600641 万业企业 0.82 0.62   1     0.51     0.97     2.69  1.56
 2024-11-14 600717   天津港 0.79 0.64   1     1.10     1.77     1.81  1.56
 2024-11-14 603227 雪峰科技 0.58 0.61   1     0.76     0.22    -0.31  1.56
 2024-11-14 603533 掌阅科技 0.82 0.63   1     0.53     0.82     1.30  1.56
 2024-11-14 000887 中鼎股份 0.58 0.37  -1     4.57     6.19    -9.69  1.55
 2024-11-14 002294   信立泰 0.24 0.21  -1    -2.70   -29.74   -40.23  1.55
 2024-11-14 002318 久立特材 0.56 0.14   1    -2.12    -2.95    -5.48  1.55
 2024-11-14 600098 广州发展 0.77 0.68   1     3.03     3.00     3.10  1.55
 2024-11-14 600383 金地集团 0.27 0.18  -1    -2.14    -3.81    -3.59  1.55
 2024-11-14 600529 山东药玻 0.37 0.33   1    -0.11    -0.84    -1.12  1.55
 2024-11-14 600636 国新文化 0.40 0.30   1    -5.15    -7.25   -34.44  1.55
 2024-11-14 601566   九牧王 0.68 0.52  -1     3.51    13.39     7.22  1.55
 2024-11-14 601666 平煤股份 0.73 0.72   1     1.07     1.06     2.21  1.55
 2024-11-14 603042 华脉科技 0.77 0.42   1    -1.09     0.75     5.11  1.55
 2024-11-14 603199 九华旅游 0.21 0.24  -1    -3.80    -0.49    -2.04  1.55
 2024-11-14 000599 青岛双星 0.57 0.40  -1     1.64     0.89    -5.92  1.54
 2024-11-14 002094 青岛金王 0.30 0.16  -1    -4.08   -10.23   -46.20  1.54
 2024-11-14 002099 海翔药业 0.45 0.26   1    -1.67   -14.43    -4.99  1.54
 2024-11-14 002155 湖南黄金 0.39 0.07  -1    -5.37    -7.45    -8.49  1.54
 2024-11-14 002400 省广集团 0.65 0.55   1     0.18    -0.86     0.14  1.54
 2024-11-14 600502 安徽建工 0.67 0.54   1   -20.67    25.59   112.16  1.54
 2024-11-14 601318 中国平安 0.33 0.13  -1    -5.20    -2.56    -5.84  1.54
 2024-11-14 603345 安井食品 0.56 0.41  -1    -1.62     3.30     1.64  1.54
 2024-11-14 603486   科沃斯 0.41 0.05  -1    -6.42    -4.97   -13.27  1.54
 2024-11-14 000757 浩物股份 0.84 0.63   1     1.54     3.45     2.58  1.53
 2024-11-14 002350 北京科锐 0.90 0.57   1     2.83     1.88    14.99  1.53
 2024-11-14 002677 浙江美大 0.68 0.54  -1    25.11   117.84   157.31  1.53
 2024-11-14 002847 盐津铺子 0.49 0.48  -1    -1.40     4.29     6.44  1.53
 2024-11-14 002920 德赛西威 0.74 0.48  -1     4.28     6.02     3.38  1.53
 2024-11-14 002922   伊戈尔 0.48 0.49   1     0.58    -0.87    -5.18  1.53
 2024-11-14 600088 中视传媒 0.83 0.63   1     1.01     0.83     0.12  1.53
 2024-11-14 600116 三峡水利 0.80 0.67   1    82.86   156.82    51.24  1.53
 2024-11-14 600819 耀皮玻璃 0.80 0.67   1     0.72     0.68     0.81  1.53
 2024-11-14 603393 新天然气 0.48 0.24  -1    -3.99    -0.63     0.54  1.53
 2024-11-14 603699 纽威股份 0.62 0.35  -1     0.42     2.10    -8.06  1.53
 2024-11-14 000902   新洋丰 0.75 0.48  -1     0.70     3.55     4.45  1.52
 2024-11-14 002043 兔 宝 宝 0.51 0.22  -1    -2.96     5.01    -2.23  1.52
 2024-11-14 002154 报 喜 鸟 0.69 0.54  -1     0.57     3.14     6.24  1.52
 2024-11-14 002605 姚记科技 0.84 0.64   1     1.06     0.94     1.16  1.52
 2024-11-14 002905 金逸影视 0.87 0.61   1    42.82   100.11    35.14  1.52
 2024-11-14 002957 科瑞技术 0.81 0.67   1     1.32     2.23     2.72  1.52
 2024-11-14 002958 青农商行 0.85 0.64   1     1.39     1.69     2.18  1.52
 2024-11-14 601860 紫金银行 0.72 0.52   1   -14.74     5.41    31.79  1.52
 2024-11-14 603530 神马电力 0.61 0.37   1    -1.31     0.32    -8.10  1.52
 2024-11-14 000990 诚志股份 0.83 0.65   1     3.73     3.97     3.73  1.51
 2024-11-14 002098 浔兴股份 0.53 0.46  -1     0.43     2.54    -0.41  1.51
 2024-11-14 002225 濮耐股份 0.67 0.58   1     0.38    -5.93     0.65  1.51
 2024-11-14 002392 北京利尔 0.89 0.61   1     9.41     8.11     7.61  1.51
 2024-11-14 002599 盛通股份 0.41 0.33   1    -3.54    -6.75    -6.45  1.51
 2024-11-14 600284 浦东建设 0.85 0.64   1     0.08     2.12     3.54  1.51
 2024-11-14 600602 云赛智联 0.90 0.59   1     8.44    12.17    26.64  1.51
 2024-11-14 600969 郴电国际 0.60 0.39  -1     2.12     0.15    -2.92  1.51
 2024-11-14 600990 四创电子 0.42 0.07  -1    -8.28   -14.37   -21.23  1.51
 2024-11-14 601668 中国建筑 0.62 0.37   1    -9.32   -11.32     5.72  1.51
 2024-11-14 603009 北特科技 0.59 0.65  -1     4.41     2.20    13.56  1.51
 2024-11-14 000400 许继电气 0.36 0.39   1    -6.87    -4.51    -4.67  1.50
 2024-11-14 002006 精工科技 0.71 0.54   1     2.59     2.47    -2.22  1.50
 2024-11-14 002408 齐翔腾达 0.77 0.73   1     1.43     0.39     3.79  1.50
 2024-11-14 002557 洽洽食品 0.59 0.40  -1    -2.92     2.25     1.93  1.50
 2024-11-14 002630 华西能源 0.50 0.25  -1    -3.57    -3.77     3.08  1.50
 2024-11-14 002661 克明食品 0.62 0.63   1     1.55     2.90    -0.36  1.50
 2024-11-14 002706 良信股份 0.82 0.67   1    10.52    11.43    15.42  1.50
 2024-11-14 002923 润都股份 0.72 0.53  -1     7.30    16.90    19.11  1.50
 2024-11-14 600588 用友网络 0.87 0.62   1     1.78     1.75     1.30  1.50
 2024-11-14 600929 雪天盐业 0.66 0.59  -1    12.94    14.80    12.85  1.50
 2024-11-14 603198 迎驾贡酒 0.67 0.58   1     1.12     4.02    -1.33  1.50
 2024-11-14 603316 诚邦股份 0.20 0.30  -1   -18.43   -27.89   -44.41  1.50
 2024-11-14 603458 勘设股份 0.94 0.56   1     3.09     2.71     4.13  1.50
 2024-11-14 603566   普莱柯 0.67 0.57   1     3.62     2.48    -0.82  1.50
 2024-11-14 000503 国新健康 0.46 0.30  -1    -0.04     0.69    -0.55  1.49
 2024-11-14 000531 穗恒运Ａ 0.65 0.61   1     3.26     4.67    -0.58  1.49
 2024-11-14 002104 恒宝股份 0.68 0.33  -1    -1.77     8.80     7.88  1.49
 2024-11-14 002317 众生药业 0.89 0.62   1     2.70     3.01     1.98  1.49
 2024-11-14 002685 华东重机 0.35 0.17  -1    -7.17    -3.08   -14.77  1.49
 2024-11-14 002755   奥赛康 0.33 0.17  -1    -2.03    -2.87    -2.17  1.49
 2024-11-14 002783 凯龙股份 0.86 0.65   1     4.69     4.74     8.10  1.49
 2024-11-14 002791 坚朗五金 0.60 0.40  -1    -1.38     1.62     2.58  1.49
 2024-11-14 002856 美芝股份 0.85 0.65   1     1.85     2.68     0.16  1.49
 2024-11-14 002898 赛隆药业 0.79 0.71   1     7.03     8.04    12.63  1.49
 2024-11-14 002947   恒铭达 0.53 0.23  -1     0.14   -10.42   -28.11  1.49
 2024-11-14 600276 恒瑞医药 0.42 0.34  -1    -3.80    -0.41     8.10  1.49
 2024-11-14 600380   健康元 0.71 0.54  -1     3.54     8.58    14.45  1.49
 2024-11-14 600707 彩虹股份 0.84 0.67   1    53.53    54.16    31.64  1.49
 2024-11-14 603033 三维股份 0.18 0.32  -1    -1.25    -0.46    -2.68  1.49
 2024-11-14 603038 华立股份 0.38 0.14  -1    -1.86    -3.14   -13.20  1.49
 2024-11-14 603218 日月股份 0.77 0.48   1     0.71    -1.01     2.09  1.49
 2024-11-14 603608  *ST天创 0.86 0.65   1     3.52     1.25     0.24  1.49
 2024-11-14 603630 拉芳家化 0.75 0.51   1   -19.16    41.28    26.56  1.49
 2024-11-14 603929 亚翔集成 0.72 0.54   1     1.52     2.35    -0.46  1.49
 2024-11-14 000528 柳    工 0.29 0.23  -1    -8.12   -14.56   -16.54  1.48
 2024-11-14 000636 风华高科 0.71 0.56  -1     1.47     0.84     2.79  1.48
 2024-11-14 000676 智度股份 0.46 0.32  -1     1.13    -3.29   -11.80  1.48
 2024-11-14 000688 国城矿业 0.73 0.79   1     1.31     0.30     0.57  1.48
 2024-11-14 002080 中材科技 0.91 0.61   1     1.11     0.68     0.90  1.48
 2024-11-14 002274 华昌化工 0.60 0.42   1    -3.76    -6.49     0.46  1.48
 2024-11-14 600309 万华化学 0.56 0.45  -1    -1.21     0.20     0.93  1.48
 2024-11-14 600892 大晟文化 0.44 0.33   1   -10.01   -15.47   -15.52  1.48
 2024-11-14 601128 常熟银行 0.77 0.75   1     0.99     2.04     1.33  1.48
 2024-11-14 002291 遥望科技 0.75 0.78   1     0.72     1.26     0.97  1.47
 2024-11-14 002861 瀛通通讯 0.44 0.59  -1     0.87     0.03    -4.15  1.47
 2024-11-14 002893 京能热力 0.75 0.54   1     0.95     2.43    -6.66  1.47
 2024-11-14 002943 宇晶股份 0.68 0.60   1     0.70     0.03    -4.80  1.47
 2024-11-14 600299   安迪苏 0.44 0.34   1   -12.85   -22.81   -31.34  1.47
 2024-11-14 600876 凯盛新能 0.56 0.48  -1     1.22     0.22   -10.58  1.47
 2024-11-14 601126 四方股份 0.24 0.29  -1   -11.70   -17.87   -32.98  1.47
 2024-11-14 601669 中国电建 0.83 0.70   1     1.53     3.06     9.36  1.47
 2024-11-14 601952 苏垦农发 0.75 0.53   1     1.93     1.35    -4.15  1.47
 2024-11-14 601997 贵阳银行 0.62 0.41   1     2.37    -3.35    -9.48  1.47
 2024-11-14 603108 润达医疗 0.94 0.59   1     2.00     2.23     2.55  1.47
 2024-11-14 603279 景津装备 0.84 0.69   1     3.14     4.19     4.15  1.47
 2024-11-14 603800 洪田股份 0.76 0.52   1     2.14     5.33    -9.95  1.47
 2024-11-14 603956   威派格 0.91 0.62   1     6.55     6.54    15.58  1.47
 2024-11-14 000543 皖能电力 0.50 0.79  -1    15.30    23.31    19.75  1.46
 2024-11-14 002062 宏润建设 0.96 0.58   1     1.43     1.17    15.96  1.46
 2024-11-14 002189   中光学 0.35 0.19  -1    -0.20    -0.65   -11.67  1.46
 2024-11-14 002796 世嘉科技 0.38 0.41   1    -9.57    -3.43    -2.71  1.46
 2024-11-14 600599   ST熊猫 0.84 0.70   1    34.27    51.15     4.75  1.46
 2024-11-14 601006 大秦铁路 0.79 0.75   1     0.39     1.68     1.29  1.46
 2024-11-14 601069 西部黄金 0.40 0.13  -1   -55.36  -163.83  -239.65  1.46
 2024-11-14 603303 得邦照明 0.80 0.74   1     2.40     1.76     1.58  1.46
 2024-11-14 603629 利通电子 0.62 0.67   1     0.45     0.37    -7.21  1.46
 2024-11-14 000001 平安银行 0.47 0.33   1   -20.68    -6.36    -4.24  1.45
 2024-11-14 000738 航发控制 0.47 0.33  -1     0.55    -3.02    -5.49  1.45
 2024-11-14 002694 顾地科技 0.96 0.60   1     3.64     2.38     2.53  1.45
 2024-11-14 002811 郑中设计 0.62 0.43  -1     0.05     0.68    -0.37  1.45
 2024-11-14 600036 招商银行 0.41 0.15  -1   -32.40   -22.00   -28.26  1.45
 2024-11-14 600243 青海华鼎 0.27 0.28  -1    -6.51    -1.26   -11.03  1.45
 2024-11-14 600742 一汽富维 0.83 0.72   1     1.79     1.02     0.68  1.45
 2024-11-14 600809 山西汾酒 0.72 0.58   1     1.12     0.37    -2.95  1.45
 2024-11-14 600817 宇通重工 0.38 0.66  -1     0.44     0.57    -0.67  1.45
 2024-11-14 600894 广日股份 0.62 0.18  -1     1.37    -4.74    -7.61  1.45
 2024-11-14 601717   郑煤机 0.66 0.64   1     1.40    -0.09     0.00  1.45
 2024-11-14 601857 中国石油 0.48 0.32   1    -2.48    -4.90    -2.96  1.45
 2024-11-14 603298 杭叉集团 0.35 0.45  -1    -3.13    -3.75     0.32  1.45
 2024-11-14 603856 东宏股份 0.58 0.46   1     0.08    -0.29    -2.38  1.45
 2024-11-14 603885 吉祥航空 0.68 0.37   1    -2.01    10.64    -6.18  1.45
 2024-11-14 002091 江苏国泰 0.85 0.72   1     4.01     1.76     5.99  1.44
 2024-11-14 002116 中国海诚 0.81 0.50   1     0.60     0.01    -1.84  1.44
 2024-11-14 002175 东方智造 0.85 0.46   1     3.38     2.54   -16.08  1.44
 2024-11-14 002231 奥维通信 0.69 0.37   1    -0.53     0.20    -1.15  1.44
 2024-11-14 002384 东山精密 0.58 0.49   1    -3.74   -11.92     1.21  1.44
 2024-11-14 002683 广东宏大 0.78 0.53  -1    12.60    11.46    20.22  1.44
 2024-11-14 002760 凤形股份 0.50 0.32   1   -13.90   -13.09   -11.96  1.44
 2024-11-14 600881 亚泰集团 0.28 0.28  -1    -7.32   -13.25   -39.60  1.44
 2024-11-14 601139 深圳燃气 0.72 0.59  -1    58.25    49.91    97.89  1.44
 2024-11-14 603106 恒银科技 0.34 0.23  -1    -0.98    -1.34    -9.76  1.44
 2024-11-14 603991 至正股份 0.23 0.33  -1    -0.82    -5.04    -9.75  1.44
 2024-11-14 000592 平潭发展 0.79 0.53   1     3.13     2.92    -2.37  1.43
 2024-11-14 002230 科大讯飞 0.91 0.66   1     0.63     0.44     0.27  1.43
 2024-11-14 002265 建设工业 0.92 0.65   1     1.44     1.59     2.38  1.43
 2024-11-14 002369 卓翼科技 0.27 0.30  -1    -0.30    -0.88    -3.79  1.43
 2024-11-14 002788 鹭燕医药 0.68 0.64  -1     0.06     0.49     1.48  1.43
 2024-11-14 002916 深南电路 0.76 0.56   1     5.70     6.11    -1.60  1.43
 2024-11-14 002941 新疆交建 0.47 0.36   1    -6.45   -18.77    -4.18  1.43
 2024-11-14 600131 国网信通 1.00 0.57   1     3.35     3.11     6.22  1.43
 2024-11-14 600676 交运股份 0.90 0.67   1     0.71     0.87     1.29  1.43
 2024-11-14 601985 中国核电 0.47 0.34   1    -2.04    -3.09   -10.24  1.43
 2024-11-14 603068 博通集成 0.95 0.62   1     0.62     1.05     0.82  1.43
 2024-11-14 603329 上海雅仕 0.88 0.68   1     1.18     3.97     0.45  1.43
 2024-11-14 603668 天马科技 0.33 0.24  -1    -3.02    -4.27    -7.84  1.43
 2024-11-14 603915 国茂股份 0.76 0.56  -1     0.98     1.50     4.72  1.43
 2024-11-14 603958 哈森股份 0.69 0.38  -1     2.43     2.54    -0.25  1.43
 2024-11-14 000036 华联控股 0.91 0.67   1     1.14     5.56     8.24  1.42
 2024-11-14 000678 襄阳轴承 0.66 0.17  -1    -4.09    -3.06     2.10  1.42
 2024-11-14 000679 大连友谊 0.76 0.57   1     1.48     0.95    -2.31  1.42
 2024-11-14 002042 华孚时尚 0.99 0.59   1     5.00     4.02     8.00  1.42
 2024-11-14 002209 达 意 隆 0.42 0.40  -1    -3.35    -3.49     0.95  1.42
 2024-11-14 002302 西部建设 0.38 0.20  -1    -5.90    -9.33    -5.56  1.42
 2024-11-14 002399   海普瑞 0.74 0.59   1     9.95     6.59   -16.13  1.42
 2024-11-14 600198 大唐电信 0.55 0.28   1    -9.96   -14.90   -48.73  1.42
 2024-11-14 600521 华海药业 0.44 0.13  -1    -1.34    -1.21    -0.26  1.42
 2024-11-14 600939 重庆建工 0.40 0.18  -1   -15.09    -6.78    -5.52  1.42
 2024-11-14 601212 白银有色 0.34 0.23  -1    -2.66    -3.70    -2.57  1.42
 2024-11-14 603638 艾迪精密 0.35 0.23  -1    -1.84    -2.21    -2.74  1.42
 2024-11-14 603826 坤彩科技 0.33 0.25  -1   -11.57   -18.10   -51.29  1.42
 2024-11-14 000423 东阿阿胶 0.52 0.57   1   -12.75    17.72  -281.80  1.41
 2024-11-14 000729 燕京啤酒 0.44 0.40   1    -0.09    -1.50    -0.12  1.41
 2024-11-14 000920 沃顿科技 0.79 0.55   1     0.78     0.22    -0.38  1.41
 2024-11-14 002380 科远智慧 0.69 0.65   1     0.67     0.42    -2.34  1.41
 2024-11-14 002807 江阴银行 0.61 0.48  -1    -2.93    17.41    31.73  1.41
 2024-11-14 002908 德生科技 0.60 0.48  -1    -0.91     6.55     4.74  1.41
 2024-11-14 600050 中国联通 0.86 0.74   1     0.81     0.69     0.74  1.41
 2024-11-14 600549 厦门钨业 0.80 0.54  -1     5.42     8.08    11.18  1.41
 2024-11-14 600633 浙数文化 0.79 0.56   1     1.44     0.87    -2.51  1.41
 2024-11-14 601088 中国神华 0.62 0.22   1    -0.15    -0.11    -5.66  1.41
 2024-11-14 601098 中南传媒 0.42 0.41  -1    -0.78    -0.03     1.51  1.41
 2024-11-14 601858 中国科传 0.89 0.70   1     2.22     2.73     2.41  1.41
 2024-11-14 603585 苏利股份 0.62 0.22  -1    -3.42    -5.58     4.87  1.41
 2024-11-14 603688 石英股份 0.74 0.59   1    16.57    10.19   -30.31  1.41
 2024-11-14 000059 华锦股份 0.64 0.46  -1     1.07     3.85   -16.64  1.40
 2024-11-14 000691 亚太实业 0.46 0.39   1  -113.23  -207.70  -527.23  1.40
 2024-11-14 000965 天保基建 0.52 0.58  -1     0.10    -3.28     0.31  1.40
 2024-11-14 002068 黑猫股份 0.94 0.66   1     6.51     8.08    16.90  1.40
 2024-11-14 002466 天齐锂业 0.90 0.70   1     3.29     2.90     3.29  1.40
 2024-11-14 600320 振华重工 0.81 0.54   1     0.90     1.84    -2.23  1.40
 2024-11-14 600716 凤凰股份 0.48 0.37   1    -4.52    -2.78    -7.02  1.40
 2024-11-14 600741 华域汽车 0.81 0.78   1     3.63     4.47     5.88  1.40
 2024-11-14 600807 济南高新 0.25 0.35  -1    -0.97    -1.47    -8.49  1.40
 2024-11-14 601038 一拖股份 0.36 0.50   1    -1.26    -3.85    -3.23  1.40
 2024-11-14 601949 中国出版 0.84 0.76   1     1.13     1.24     1.02  1.40
 2024-11-14 603139 康惠制药 0.99 0.61   1     3.33     3.95     3.23  1.40
 2024-11-14 603505 金石资源 0.67 0.43   1     2.39    -3.41    -3.47  1.40
 2024-11-14 603778 国晟科技 0.55 0.30  -1    -2.46    -3.71     0.62  1.40
 2024-11-14 000514 渝 开 发 0.29 0.32  -1   -36.80   -54.50   -62.42  1.39
 2024-11-14 002078 太阳纸业 0.72 0.64  -1     1.80     5.33     8.89  1.39
 2024-11-14 002140 东华科技 0.96 0.65   1     0.77     1.34     1.03  1.39
 2024-11-14 002303   美盈森 0.49 0.37  -1    -0.44    -0.78     0.58  1.39
 2024-11-14 002352 顺丰控股 0.55 0.56  -1     0.17     0.48    -5.50  1.39
 2024-11-14 002378 章源钨业 0.65 0.21  -1  -149.30  -372.56    91.80  1.39
 2024-11-14 002959 小熊电器 0.81 0.55   1   -11.29     2.77     5.08  1.39
 2024-11-14 600021 上海电力 0.93 0.68   1    14.12    66.35    40.71  1.39
 2024-11-14 600208 衢州发展 0.68 0.43   1   -12.36   -17.54     0.60  1.39
 2024-11-14 600406 国电南瑞 0.26 0.34  -1    -1.35    -0.23    -2.13  1.39
 2024-11-14 600854 春兰股份 0.56 0.54   1    -6.07    -0.35    10.48  1.39
 2024-11-14 601678 滨化股份 0.80 0.56   1     1.92     1.24    -1.51  1.39
 2024-11-14 601766 中国中车 0.52 0.34   1   -35.52   -50.34   -60.81  1.39
 2024-11-14 601828   美凯龙 0.59 0.52  -1    -0.70     0.61     0.44  1.39
 2024-11-14 000002 万  科Ａ 0.42 0.21  -1    -2.33    -3.65    -3.41  1.38
 2024-11-14 000158 常山北明 0.43 0.19  -1    -1.65    -2.86   -11.88  1.38
 2024-11-14 000558 莱茵体育 0.32 0.31  -1    -4.00    -9.07   -13.04  1.38
 2024-11-14 000627 天茂集团 0.46 0.41  -1    -2.55    -0.50     0.01  1.38
 2024-11-14 000917 电广传媒 0.51 0.35   1    -1.08    -6.56   -44.16  1.38
 2024-11-14 002095 生 意 宝 0.77 0.60  -1     1.44     3.84     2.46  1.38
 2024-11-14 002440 闰土股份 0.80 0.57   1     2.11     6.46    -4.39  1.38
 2024-11-14 002942 新农股份 0.88 0.50   1    -0.32    17.71    40.70  1.38
 2024-11-14 600551 时代出版 0.42 0.45   1    -0.43    -0.09    -3.05  1.38
 2024-11-14 600794 保税科技 0.94 0.68   1     0.05     4.63     2.50  1.38
 2024-11-14 600996 贵广网络 0.62 0.49   1    -0.38     0.93    -2.99  1.38
 2024-11-14 601200 上海环境 0.74 0.63   1     1.77     0.96    -0.75  1.38
 2024-11-14 603008   喜临门 0.51 0.36  -1     0.88    -0.65    -5.90  1.38
 2024-11-14 603093 南华期货 0.37 0.25  -1    -4.30    -5.83    -7.05  1.38
 2024-11-14 603129 春风动力 0.64 0.24  -1     1.43    -0.42    -3.56  1.38
 2024-11-14 603709 中源家居 0.76 0.61   1     0.51     3.70    -0.66  1.38
 2024-11-14 603918 金桥信息 0.96 0.66   1     1.08     1.78     1.69  1.38
 2024-11-14 000659 珠海中富 0.56 0.57  -1   164.36   352.96  -219.73  1.37
 2024-11-14 002931 锋龙股份 1.00 0.63   1     5.39     6.16    14.62  1.37
 2024-11-14 600095 湘财股份 0.51 0.37   1  -686.80 -1551.79  -327.46  1.37
 2024-11-14 600206 有研新材 1.00 0.63   1     1.60     2.12     2.17  1.37
 2024-11-14 600399 抚顺特钢 0.87 0.51  -1     6.45     3.98     2.77  1.37
 2024-11-14 600515 海南机场 0.79 0.58   1     0.40    -0.21     1.17  1.37
 2024-11-14 600520 文一科技 0.40 0.22  -1    -1.53    -1.50    -2.91  1.37
 2024-11-14 600643 爱建集团 0.52 0.35  -1    -3.08    -5.32     1.12  1.37
 2024-11-14 600684 珠江股份 0.54 0.35   1    -3.03    -2.54    -3.23  1.37
 2024-11-14 600685 中船防务 0.73 0.65   1     0.43     0.39    -0.40  1.37
 2024-11-14 603889 新澳股份 0.55 0.34   1    -5.23    -8.61   -18.40  1.37
 2024-11-14 000404 长虹华意 0.56 0.33   1    -0.80    -1.58    -8.66  1.36
 2024-11-14 000561 烽火电子 0.51 0.38   1    -3.89    -8.83   -16.86  1.36
 2024-11-14 000797 中国武夷 0.43 0.46   1    -6.72    -7.79    -7.27  1.36
 2024-11-14 000802 北京文化 0.63 0.51  -1     0.12     0.08    -2.84  1.36
 2024-11-14 000895 双汇发展 0.63 0.51   1     0.64    -0.95   -20.32  1.36
 2024-11-14 002001 新 和 成 0.40 0.24  -1    -3.05    -4.98    -4.57  1.36
 2024-11-14 002149 西部材料 0.57 0.32   1    -5.12   -11.66   -20.89  1.36
 2024-11-14 002416   爱施德 0.32 0.32  -1    -1.73   -12.42   -20.27  1.36
